"iteration","app_name","categoryId","reviewId","sentenceId","at","score","feature","review","sentence","Joy","Trust","Fear","Surprise","Sadness","Disgust","Anger","Anticipation","Neutral","Reject"
"iteration_5","Todoist: to-do list & planner","PRODUCTIVITY","29d75c71-b205-40c0-a1b6-1fd81d340076","2","Feb 27, 2022","5","f_110","I very rarely rate apps but I just have to show my appreciation for this app - it's fantastic. The recurring tasks are a great way for me to keep calm and not have to remember all the small things I need to do every day in my head. It's so easy to use and having it as a widget for a daily to do list is so helpful. Amazing job, developers! :)","It's so easy to use and having it as a widget for a daily to do list is so helpful.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Messenger","COMMUNICATION","480418dc-909f-47d9-bbb3-d1240a58f1e2","0","Sep 14, 2022","3","f_117","Palaging sira eh, di ako nakakatanggap ng message sa crush paki ayos naman po sana. Thanks.","Palaging sira eh, di ako nakakatanggap ng message sa crush paki ayos naman po sana.","0","0","0","0","0","0","0","0","0","1"
"iteration_5","Habit Hunter: RPG goal tracker","PRODUCTIVITY","84c8e0ba-789a-4d43-8a10-3e1ec92f0214","5","Aug 14, 2022","3","f_340","checking out the app for my kids, Id like to use this as a school check list for homeschooling, what would make this app easier to use? a read aloud option? i have one child with dyslexia and reading the chat bubbles are hard for him. a voice for the charaters or to read the task/habbit would be amazing. will continue to learn the app, would like to see it a little more kid friendly","will continue to learn the app, would like to see it a little more kid friendly","0","0","0","0","0","0","0","1","0","0"
"iteration_5","SMS Backup+","TOOLS","c8e47bd1-6ad3-4312-98fa-b73d822ace53","0","Jun 26, 2019","2","f_117","I keep trying to backup my SMS messages and it will never go past about 1,500. I have gone and deleted the really old ones thinking that maybe there were too many, but that didn't help. I have tried everything but it simply won't backup anything that's happen since May of 2015. I am trying to back them all up (to my gmail account) so that I can delete them all off my phone but still have a search-able record of them...","I keep trying to backup my SMS messages and it will never go past about 1,500.","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Telegram X","SOCIAL","5091e276-ae5a-4e3b-9add-2a692b4e4027","0","Jul 31, 2022","2","f_128","Video chat ki bii suvida honi chahiy","Video chat ki bii suvida honi chahiy","0","0","0","0","0","0","0","0","0","1"
"iteration_5","Samsung Notes","PRODUCTIVITY","5a29ef31-1052-46a1-aac1-22fd044b7bac","0","Aug 25, 2022","4","f_102","I always manage to accidentally erase my grocery list while shopping. I wash there was a way to keep this from happening. I am not even sure why or how it happens.","I always manage to accidentally erase my grocery list while shopping.","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Running App - GPS Run Tracker","HEALTH_AND_FITNESS","a396c250-0cb3-4baa-8c4f-a834cd0b2e81","0","May 30, 2022","5","f_506","Great running app!","Great running app!","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Weather Radar Widget","WEATHER","d385d6c3-cccc-4448-b848-7451f3342768","0","Nov 11, 2021","5","f_472","This is a very nice Radar App It's nice because you can set Satellite which is a more realistic effect Highly Recommended","This is a very nice Radar App","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Samsung Notes","PRODUCTIVITY","d7a43d8b-3227-4115-897a-2a363801587b","0","Aug 21, 2022","5","f_451","great for shopping list and shared notes between people","great for shopping list and shared notes between people","1","0","0","0","0","0","0","0","0","0"
"iteration_5","BetterHelp - Therapy","HEALTH_AND_FITNESS","d50d7689-158d-446a-b875-42fb8c3c40ba","0","Aug 22, 2022","5","f_24","easy to use and although the price is still something not everyone can afford, its convenient and offers a bit more anonymity than in person stuff.","easy to use and although the price is still something not everyone can afford, its convenient and offers a bit more anonymity than in person stuff.","0","0","0","0","0","0","0","0","1","0"
"iteration_5","Todoist: to-do list & planner","PRODUCTIVITY","bff692c3-5980-45d5-a708-bf7533bff848","0","Dec 20, 2021","5","f_302","These guys take theirs todo list management very seriously. But they also made it easy to use. Great job! And the free tier does all I need :)","These guys take theirs todo list management very seriously.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Any.do - To do list & Calendar","PRODUCTIVITY","6db10e77-80be-4431-98c5-5d1d66ea6f3c","0","Aug 17, 2022","5","f_244","Definitely a good Todo list maker ,tried many but couldn't find a apt one for me and this had resolved my problem, thanks to the developer","Definitely a good Todo list maker ,tried many but couldn't find a apt one for me and this had resolved my problem, thanks to the developer","1","1","0","0","0","0","0","0","0","0"
"iteration_5","Samsung Notes","PRODUCTIVITY","2b036bcc-7b90-425a-a8ad-c6bed153ed2a","0","Jul 07, 2022","5","f_40","I wish I could change the font of my handwriting, but other than that, this is a pretty good notetaking app.","I wish I could change the font of my handwriting, but other than that, this is a pretty good notetaking app.","0","0","0","0","0","0","0","1","0","0"
"iteration_5","Macros - Calorie Counter","HEALTH_AND_FITNESS","feac1826-51f9-4cb6-94e2-4c177c37de1f","0","Jun 06, 2022","5","f_143","I love this app, definitely the best that I've tried so far to calculate calories and macros. I like that is kept simple but at the same time very detailed and personalizable. The ads shown are absolutely not in the way and that really improves the experience. Absolutely recommended!","I love this app, definitely the best that I've tried so far to calculate calories and macros.","1","1","0","0","0","0","0","0","0","0"
"iteration_5","Messages","COMMUNICATION","bd2a699e-8020-47c9-9130-80110d6e0ab5","0","Sep 14, 2022","3","f_120","Ever since you rolled out RCS with no way to disable it messages is entirely broken. Anytime somebody tries to start a group chat involving me it doesn't work at all and all of the text to the group chat come to me as individual texts. Text messages often disappear never to be seen again even though they show as sent. It's effectively made text messaging unusable as a communications medium on Android. Just realized I don't actually have this version of messages installed, maybe OnePlus broke it.","Ever since you rolled out RCS with no way to disable it messages is entirely broken.","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Tinychat - Group Video Chat","SOCIAL","b400c7c1-c2fa-48b0-ad05-884150d2ef27","1","Feb 15, 2022","1","f_174","After I made a account the app crashed now I can't even join a room. Tiny Chat supposed to be vets in the game . This was one of the first apps after Soulja TellEm start crashing back in 2005.","Tiny Chat supposed to be vets in the game .","0","0","0","0","0","1","0","0","0","0"
"iteration_5","ColorNote Notepad Notes","PRODUCTIVITY","ce088ff9-ee30-40eb-805e-73b97f0e5820","0","Aug 01, 2022","5","f_14","So easy to write notes in multiple languages on clean-n-clear pad. Quick in saving. Very useful.","So easy to write notes in multiple languages on clean-n-clear pad.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","SMS Backup+","TOOLS","ec1605eb-ca24-4370-9c9f-eb9157f1eb9a","5","Dec 26, 2019","4","f_321","I wish users would stop blaming the app developer for it no longer working. I do believe the developer should work to get the authentication fixed, however IMAP works just fine for the time. Its super simple to set up too, all you need is the imap server, your username and password. I'm only knocking a star because while this workaround works, this really needs to be changed for convenience sake. This is the best non-root backup method on the market, and I would love to see it flourish once more! IF google won't cooperate, then possibly look into another backup option, like dropbox, or a file transfer or something of the sorts.","IF google won't cooperate, then possibly look into another backup option, like dropbox, or a file transfer or something of the sorts.","0","0","0","0","0","0","0","1","0","0"
"iteration_5","Telegram","COMMUNICATION","cbf6d665-85ed-4699-b916-c3ef4ca35172","2","Aug 30, 2022","1","f_319","very bitter experience. hacked twice by individuals from Makassar Indonesia. have made a police report and also the telecommunications and multimedia ministry to prevent it from being hacked by irresponsible individuals but no action has been taken. my telegram account is still being used by the scammer. how to stop this from spreading?","have made a police report and also the telecommunications and multimedia ministry to prevent it from being hacked by irresponsible individuals but no action has been taken.","0","0","1","0","0","0","0","0","0","0"
"iteration_5","Telegram","COMMUNICATION","b68591dd-5cb0-4765-a567-c741f1b94bf6","0","Sep 11, 2022","1","f_188","People nearby doesn't work!!","People nearby doesn't work!!","0","0","0","0","1","0","0","0","0","0"
"iteration_5","ColorNote Notepad Notes","PRODUCTIVITY","92aa91b5-8d71-407c-95b2-4b13a548bc9e","2","May 31, 2022","5","f_247","Awesome list tool. I collect baseball cards and use it to keep my lists of cards I need. Also good shopping or checklist app.","Also good shopping or checklist app.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Telegram X","SOCIAL","fe84a3cf-2220-4171-ac0e-57f77b5a4959","1","Jun 30, 2022","4","f_424","great! but i hope you'll add the comment section and add more features like the telegram original :( so far, i love using this app so much :(","but i hope you'll add the comment section and add more features like the telegram original :( so far, i love using this app so much :(","1","0","0","0","0","0","0","1","0","0"
"iteration_5","Google Street View","TRAVEL_AND_LOCAL","afeac1ae-d68a-4f48-b3fc-b43a0374bca9","0","Jun 20, 2022","1","f_294","2 hours of recording street view, 1h uploading and another for processing, to get error ""Publishing failed - unable to process location information"". What a waste of time. 4 files non of them worked. Before you suggest, I will not contact your support. Hire a testers.","2 hours of recording street view, 1h uploading and another for processing, to get error ""Publishing failed - unable to process location information"".","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Stopwatch Timer","TOOLS","f8cb24cb-bc7f-448c-8964-a8fa34df1fe6","0","May 04, 2022","5","f_64","I love it, I use it as a minute timer and the alarm does not need to be dismissed, can set to time out after a few seconds. It's really quick to set the time as well once you understand the design. And ads are unobtrusive so what's not to like?","I love it, I use it as a minute timer and the alarm does not need to be dismissed, can set to time out after a few seconds.","1","1","0","0","0","0","0","0","0","0"
"iteration_5","Stopwatch Timer","TOOLS","9f7fc613-353d-4982-b790-e57411e058a2","0","Dec 21, 2021","5","f_63","Experiencer stopwatch","Experiencer stopwatch","0","0","0","0","0","0","0","0","1","0"
"iteration_5","Make-A-List","PRODUCTIVITY","e6c1d53b-f2fb-42d6-add0-13cdc04edcb9","0","Apr 21, 2022","5","f_302","Excellent list management! Thank you so very much.","Excellent list management!","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Simple Habit: Meditation","HEALTH_AND_FITNESS","425b71c1-6701-475c-a8df-56095b960581","2","Mar 14, 2022","5","f_492","I'm just using the free version currently, as I have an annual subscription for another app, Calm. However, I'm preferring this app to Calm as I like that you can choose the length of meditation and and situation you're in to find a few different meditations that would be suitable. I also find the guides voices more relaxing and less ""smug wellness person"" (sorry!) than many of the Calm ones. Once my Calm subscription runs out this year I'll be paying for Simple Habit.","I also find the guides voices more relaxing and less ""smug wellness person"" (sorry!) than many of the Calm ones.","0","0","0","0","0","0","0","0","0","0"
"iteration_5","Instagram","SOCIAL","77107c04-3a0c-4478-925a-05ae323d39b7","0","Sep 15, 2022","4","f_85","This is a great tool for sharing videos and stories.","This is a great tool for sharing videos and stories.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Any.do - To do list & Calendar","PRODUCTIVITY","33e63987-424a-40e7-a99d-9aa3d7b00c6c","0","Jul 19, 2022","3","f_244","Not as convenient for setting schedules as it is for daily Todo lists","Not as convenient for setting schedules as it is for daily Todo lists","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Microsoft OneNote: Save Notes","PRODUCTIVITY","fdf953b4-1553-4407-abd4-58f8ab0af3ed","0","Sep 15, 2022","4","f_40","The app is giving much more than most of the rest notetaking apps out there at the free tier. Personally, I find Evernote too expensive and buggy for what it offers. Notion too easy to get lost in non-important details. Boostnote amazing but too programming orriented and expensive. Bear too Apple-specific and lacking even Web interface access. Simple note missing too basic functionality e.g., adding images. OneNote is not perfect (mainly organization aspects of it) but its a good compromise.","The app is giving much more than most of the rest notetaking apps out there at the free tier.","0","1","0","0","0","0","0","0","0","0"
"iteration_5","MixNote NotePad Notes","PRODUCTIVITY","90e9b08b-fe37-4fc7-bf85-64b25e5fba7d","1","Oct 02, 2017","3","f_482","A commendable note taking app overall. I just don't like downloading AppLock, a whole another application to lock my notes; many note taking app provides in app locking of individual notes and some encryption too. I agree it gives you extra downloads but I would rather not download an app lock because I don't need or use it. Otherwise it's a pretty good app, clean minimalistic design, smooth transition and animations, though UI needs a little bit of tweaking here and there. I would give a perfect five if the AppLock thing is resolved.","I just don't like downloading AppLock, a whole another application to lock my notes; many note taking app provides in app locking of individual notes and some encryption too.","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Huawei Health","HEALTH_AND_FITNESS","cf22ecf8-6cc8-4137-a4d6-4db4f8cc4e41","0","May 07, 2022","1","f_360","It dosn't sync or connected with any calorie counting apps such as mfp ... it's just a pice of junk if you don't update your softwear to sync with sny calorie counting apps , and also not all features working with samsung phones","It dosn't sync or connected with any calorie counting apps such as mfp ... it's just a pice of junk if you don't update your softwear to sync with sny calorie counting apps , and also not all features working with samsung phones","0","0","0","0","0","1","0","0","0","0"
"iteration_5","Status Saver - Video Download","PRODUCTIVITY","dac7bbf5-394f-4842-b13f-fb484e095853","4","Jul 14, 2022","4","f_67","No problem with this app. Only issue is it takes time to download your video online if you have a router connection no worries then and shows Ad at every download so just want you to look after these things. Otherwise very good app. Even you can download other catagory videos online rather than a status video","Even you can download other catagory videos online rather than a status video","1","0","0","0","0","0","0","0","0","0"
"iteration_5","CoPilot GPS Navigation","MAPS_AND_NAVIGATION","bd7fea09-a4fc-4daf-aec5-c88792dc7e3d","0","Aug 27, 2022","5","f_164","An excellent gps which always gets me where I need to go without needing to be online (Samsung Galaxy Tab S2 Android 7.0)","An excellent gps which always gets me where I need to go without needing to be online (Samsung Galaxy Tab S2 Android 7.0)","1","1","0","0","0","0","0","0","0","0"
"iteration_5","imo-International Calls & Chat","COMMUNICATION","fa7581a6-9948-430d-b84b-70981a5a6557","2","Sep 12, 2022","5","f_128","Group Video & Audio Chats Support real-time group video chats up to 20 members. Enjoy live talks with colleagues, friends and families, create a conference room for online meeting, and send large size videos or documents as you like. It is the perfect tool for throwing an online party or working from home.","It is the perfect tool for throwing an online party or working from home.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","GTasks: Todo List & Task List","PRODUCTIVITY","73faba21-a16f-4203-9ade-c300e69901b5","3","Mar 26, 2021","1","f_257","I used the premium app for many years but recently it stopped syncing reliably. I tried the Google tasks app but didn't like the UI so I switched to Tick Tick which has a similar interface to GTasks, being from the same developer (even though I am mad at them for abandoning GTasks). Tick Tick doesn't sync to Google tasks but you can import them and it does sync across devices and with Google calendar.","Tick Tick doesn't sync to Google tasks but you can import them and it does sync across devices and with Google calendar.","0","0","0","0","0","0","0","0","1","0"
"iteration_5","Calendar Event Reminder","PRODUCTIVITY","70cbc21d-7f90-498c-a8d0-3da47b27f0c3","4","Oct 20, 2021","5","f_96","This app is great. It works, but tends to break because of changes outside of the authors control. The most recent issue I had was Samsung decided in one of their updates to link notifications status to the calendar status of the built-in calendar (which I don’t use). I noticed my notifications stopped working. After emailing the author, we determined that if I enable my Exchange calendar (which is synced using an app called Nine) in the built-in calendar things might start working again. And they did. Prior to that, Samsung added deep sleeping app and turned the feature on by default. I had to disable the feature, then remove all app from the various sleep lists. This is because even if you disable sleeping apps feature it keeps working if there are apps on any of the sleep lists. Don’t give this app lower than 5 stars. This app does one thing and does it well as long you put in the work at figuring out what kind of shenanigans your phone maker has decided to implement without publicly documenting the changes.","After emailing the author, we determined that if I enable my Exchange calendar (which is synced using an app called Nine) in the built-in calendar things might start working again.","0","1","0","0","0","0","0","0","0","0"
"iteration_5","MixNote NotePad Notes","PRODUCTIVITY","b4336966-c994-4925-a63c-f3ef0b70b32c","0","Jul 26, 2018","4","f_414","Really good, clean design. Interface and added options seem intuitive. If 
it ever gets a ""Dark theme"", I'll give it five stars.","Really good, clean design.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Phone by Google","TOOLS","59376563-055d-4972-89c6-51abb015fc02","0","Sep 08, 2022","1","f_25","Tor mar heda","Tor mar heda","0","0","0","0","0","0","0","0","0","1"
"iteration_5","Codo: Shared Todo-Lists & Remi","PRODUCTIVITY","9fdf23b2-c9b4-4f86-9b18-35fe6b69e286","0","Jul 24, 2020","5","f_301","Best to do list reminder apps. Infact i can share my to do list with others like individual group system also. Recommend for group works.","Best to do list reminder apps.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Samsung Notes","PRODUCTIVITY","2ab21d05-f9bf-4b1b-a3c7-de7bd1a5990e","0","Jul 11, 2022","5","f_40","Hands down the best handwritten notetaking app available. Wide range of features and quick sync. All are free, but you do have to buy Samsung devices to use this app, so there's that.","Hands down the best handwritten notetaking app available.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","True Phone Dialer & Contacts","COMMUNICATION","30dc0a1b-4509-4286-84c4-6ff0a0ecf863","0","Sep 22, 2021","3","f_51","App Is Fantastic But It Needed Direct Video Calling Feature. They mentioned About video Calling in lab Settings bt there is no button for video calling kindly work on it.","App Is Fantastic But It Needed Direct Video Calling Feature.","0","0","0","0","1","0","0","1","0","0"
"iteration_5","Fitbit","HEALTH_AND_FITNESS","ecac045f-dfe7-4a65-b59d-a2cd593ca9d9","1","Sep 15, 2022","1","f_133","App has stopped syncing automatically unfortunate I was really starting to like it. I use to be able to see my text messages and phone calls without actually touching my phone. But the constant no phone connection is BS either to need... I'll be looking for a replacement","I use to be able to see my text messages and phone calls without actually touching my phone.","0","1","0","0","1","0","0","0","0","0"
"iteration_5","My Daily Planner: To Do List","PRODUCTIVITY","d3d6cecd-85f0-4eef-80c5-2e269d32e0c5","0","Aug 12, 2022","5","f_494","Super easy to use task planner. Can easily move tasks to other days etc. Has ads but I don't mind those.","Super easy to use task planner.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","CoPilot GPS Navigation","MAPS_AND_NAVIGATION","2e625bfd-5e33-44c0-913a-337fa542d6bd","0","Aug 07, 2022","5","f_26","One of the best GPS navigation aids for cars.","One of the best GPS navigation aids for cars.","0","1","0","0","0","0","0","0","0","0"
"iteration_5","Squid: Take Notes, Markup PDFs","PRODUCTIVITY","ad8f1bef-df4a-4bfa-8adc-7882fa7486f4","2","Sep 10, 2022","4","f_261","Almost best app. I miss two things in this app. First is the OCR and ""writing to text"" conversion ability not being present in the app, and second is that ""search of the hand written text"" is also absent. Else I like it's ability to annotate PDFs and the ability of adding pages in between the PDFs as per your wish, and managing the orders of the pages is also good. File management is also good.","First is the OCR and ""writing to text"" conversion ability not being present in the app, and second is that ""search of the hand written text"" is also absent.","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Truecaller: Caller ID & Block","COMMUNICATION","54b3c877-96c2-4c82-aa14-fd208726a4d4","0","Sep 10, 2022","4","f_241","Makes call hungs","Makes call hungs","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Cute Note DDay Todo","PRODUCTIVITY","5dd88f58-53c9-4bc2-86bd-cc3dc1b523a6","0","Nov 18, 2021","4","f_301","It's an awesome app I use it to write to do list","It's an awesome app I use it to write to do list","1","1","0","0","0","0","0","0","0","0"
"iteration_5","SMS Backup+","TOOLS","5956036c-9db2-47f5-9fd4-804aaf7eb0b1","1","Oct 24, 2021","1","f_479","Pretty dumb that it only allows Gmail as the backup destination. Why not local storage?","Why not local storage?","0","0","0","0","0","0","0","1","0","0"
"iteration_5","Event Alarm Reminder for Googl","TOOLS","6f813709-90e2-46a0-91cf-bf5545d80453","0","Jun 13, 2022","1","f_109","Calendar sync is not happening","Calendar sync is not happening","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Repeat Habit - Habit tracker f","PRODUCTIVITY","6f04c0f9-b201-40cd-853d-e2521cd03e5d","1","Sep 24, 2020","5","f_7","Great app! This is the best Habit tracker I've seen","This is the best Habit tracker I've seen","1","1","0","0","0","0","0","0","0","0"
"iteration_5","OurHome – chores, rewards, gro","LIFESTYLE","a11e2e2e-b174-47aa-9e25-a4eef5a5a2d1","2","Nov 04, 2020","5","f_330","I've tried LOTS of family organisers and this is by far the best imo. It has a few bugs and could do with a few more features like widgets and calender integration but that said, this is a truly free app. There is no subscriptions, NO adds and no in app purchases. It seems if its loaded up with too much content it tends to slow down so I decided to use a different app for groceries and has worked perfect since. I would gladly pay for this app if that meant it became more robust.","There is no subscriptions, NO adds and no in app purchases.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","BlackNote Notepad Notes","PRODUCTIVITY","2fda3545-a3ff-47dd-9269-1c8b63c6c7cb","2","Apr 05, 2022","5","f_247","Perfect. No intrusive ads. Checklist option is fantastic. I write, i copy, i paste. Simple.","Checklist option is fantastic.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Material Notes: Colorful notes","PRODUCTIVITY","c0ea60a4-a0ca-4b33-9ddf-8d228068d235","1","Dec 17, 2017","5","f_23","the best note taking app. the material design is simple but stunning. it also has no ads","the material design is simple but stunning.","1","0","0","0","0","0","0","0","0","0"
"iteration_5","Squid: Take Notes, Markup PDFs","PRODUCTIVITY","a8f47fca-b68c-45d8-a0a3-a194a4f006e4","1","Sep 06, 2022","5","f_399","Best note taking app! It has cloud storage, annotation and note writing services. You can copy and paste your own notes to pdfs too. It's fast but all of it works in premium version which costs a reasonable amount in my opinion (Rs 65/month)","It has cloud storage, annotation and note writing services.","0","0","0","0","0","0","0","0","1","0"
"iteration_5","MixNote NotePad Notes","PRODUCTIVITY","35e50c81-f314-42f6-9f06-efc3743620ba","0","Jan 27, 2021","5","f_30","I think it would be the best notes app if online backup/cloud sync feature really works... please solve the issue. Failing to connect with Gmail...💔","I think it would be the best notes app if online backup/cloud sync feature really works... please solve the issue.","0","0","0","0","1","0","0","0","0","0"
"iteration_5","Snapchat","COMMUNICATION","d846aa86-5d8b-4597-845b-3e13994b0c95","0","Sep 11, 2022","2","f_274","Er4rr4r44432ëddd12zz11qsqqr%sees r see see s RSS RSS RSS RSS%%ssr see see see_rsee see see see see see s RSS r see s RSS ear RSS r_rszrszzRSS r_zqdzzzz","Er4rr4r44432ëddd12zz11qsqqr%sees r see see s RSS RSS RSS RSS%%ssr see see see_rsee see see see see see s RSS r see s RSS ear RSS r_rszrszzRSS r_zqdzzzz","0","0","0","0","0","0","0","0","0","1"
"iteration_5","Messages App: Sms & Messaging","TOOLS","e8373d9a-434e-4fd0-ae3e-c2dcd7b89986","0","Sep 06, 2022","1","f_117","29 seconds I have to see an ad to read a message Unbelievably disgusting","29 seconds I have to see an ad to read a message Unbelievably disgusting","0","0","0","0","0","1","0","0","0","0"
"iteration_5","Stuff - To Do List Widget","PRODUCTIVITY","2da6b663-c4e6-4606-a449-5f0775fc332f","6","Jan 10, 2022","4","f_126","This is a very good and minimalist to do app. The app is so simple yet good enough. Thank you developer. You have stated that there is no option to add task at the main app as it is a widget app. I do know that. But I am requesting you to give an option to add tasks in the app itself. As there are some launchers out there those do not give widget option for the app. Yet we want to use this app for its simplistic approach to manage daily tasks. If you consider this suggestion it would be great.","As there are some launchers out there those do not give widget option for the app.","0","0","0","0","0","0","0","0","1","0"
"iteration_5","minimalist phone: Productivity","PRODUCTIVITY","71250425-9dc7-4174-b4a6-b2676226896d","0","Aug 30, 2022","5","f_140","Great addition to my daily workflow, any predicited inconveniences were negated upon consistent application, in use approximately 2 months.","Great addition to my daily workflow, any predicited inconveniences were negated upon consistent application, in use approximately 2 months.","1","1","0","0","0","0","0","0","0","0"
"iteration_5","Loop Habit Tracker","PRODUCTIVITY","a28f6914-7a56-4b10-b4ef-839fd91fca14","0","Jan 28, 2022","5","f_499","My favorite habit tracker ever! I love that there are no ads, it's so clean and has so many customizable features. Love love love","My favorite habit tracker ever!","1","1","0","0","0","0","0","0","0","0"
"iteration_5","Microsoft OneNote: Save Notes","PRODUCTIVITY","ca1ef8f9-1284-4ce6-b00b-bc6316f74a55","0","Sep 14, 2022","2","f_451","Not possible to share notebook from the app. I had to disable the app, share from online and then reinstall the app.","Not possible to share notebook from the app.","0","0","0","0","1","0","0","0","0","0"
