"iteration","app_name","categoryId","reviewId","sentenceId","at","score","feature","review","sentence","Joy","Trust","Fear","Surprise","Sadness","Disgust","Anger","Anticipation","Neutral","Reject"
"iteration_13","Simple ToDo List & Tasks","TOOLS","63f33017-93ef-4551-9538-f6b78c475187","2","Aug 16, 2021","5","f_497","It is indeed simple, but amazing. Because of it's simplicity it's totally free. No bs ""pay to write more characters"" or ""pay to unlock subtasks"". Love it. And all of the other apps too","No bs ""pay to write more characters"" or ""pay to unlock subtasks"".","0","0","0","0","0","1","0","0","0","0"
"iteration_13","Any.do - To do list & Calendar","PRODUCTIVITY","d70a8559-fb39-46ad-b9ea-18c7217b5f5b","0","Aug 21, 2022","1","f_110","They made recurring tasks a premium feature. You must pay a monthly subscription on a finished product. Garbage decision. Immediately uninstalled.","They made recurring tasks a premium feature.","0","0","0","0","1","0","0","0","0","0"
"iteration_13","Pacer Pedometer & Step Tracker","HEALTH_AND_FITNESS","9b36903e-b6b3-4ff6-a990-164e1a7a4e6d","1","Sep 10, 2022","5","f_41","Very good app, love it for my hiking and overseas holidays. Works offline or with no reception as well!","Works offline or with no reception as well!","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Kik — Messaging & Chat App","COMMUNICATION","7f400ec8-17c1-4e4a-8a97-0e8e08553869","0","Aug 31, 2022","3","f_46","Easy to use and does what it needs to do, however I don't see any reason an Instant Messaging app should have ads.","Easy to use and does what it needs to do, however I don't see any reason an Instant Messaging app should have ads.","0","0","0","0","0","0","0","0","0","0"
"iteration_13","Prioritize Me! - Goals & Todos","PRODUCTIVITY","a340df36-0967-4341-8b87-35cf2cf4efe5","0","Dec 31, 2014","3","f_209","I love this app, but until I can sync between devices, it's functionality it's limited....","I love this app, but until I can sync between devices, it's functionality it's limited....","1","0","0","0","1","0","0","0","0","0"
"iteration_13","Live Earth Map HD - World Map","MAPS_AND_NAVIGATION","c223bc1c-945e-47d0-921d-842dda0661bd","0","Sep 05, 2022","5","f_409","Live Earth Map HD- World Map 3D & share locations is very useful and amazing app .it's works very good and helpful .you can explore all locations and driving directions around the world and share with friends 🚨","Live Earth Map HD- World Map 3D & share locations is very useful and amazing app .it's works very good and helpful .you can explore all locations and driving directions around the world and share with friends 🚨","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Messenger","COMMUNICATION","e14a9a0a-cd87-4ef7-aa9d-d683795c73a4","0","Sep 14, 2022","5","f_186","Please add a feature that we can restrict a Group Chat.","Please add a feature that we can restrict a Group Chat.","0","0","0","0","0","0","0","1","0","0"
"iteration_13","Weather & Clock Widget","WEATHER","f2026cf3-e7be-4e4d-b4b2-2bb6c41e1947","0","Apr 07, 2022","5","f_236","Best combo weather clock widget I've found","Best combo weather clock widget I've found","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Telegram","COMMUNICATION","46c222e6-a554-4143-a116-408d41df5b6a","0","Sep 02, 2022","1","f_339","I can't download telegram","I can't download telegram","0","0","0","0","1","0","0","0","0","0"
"iteration_13","Sticker maker","TOOLS","754a7038-0d98-4027-8d05-14267549e982","0","Jun 17, 2022","5","f_32","this app is great you should try this app if you have sticker battles with your friends this app relly helps us to make our own sticker you should try it 🤩🤩💖💖","this app is great you should try this app if you have sticker battles with your friends this app relly helps us to make our own sticker you should try it 🤩🤩💖💖","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Strava: Run, Ride, Hike","HEALTH_AND_FITNESS","a6201288-6703-46f0-9020-4c8ca8930077","0","Sep 01, 2022","5","f_403","The best cycling app","The best cycling app","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Running App - GPS Run Tracker","HEALTH_AND_FITNESS","a7bc748e-f019-4631-af1d-24fd9aa2c50d","0","Aug 05, 2022","1","f_398","Same as everyone else's review: Screws up your distance calculations rendering any tracking useless. I just ran two miles and it said I ran 1.1. so close to being great.","Same as everyone else's review: Screws up your distance calculations rendering any tracking useless.","0","0","0","0","1","0","0","0","0","0"
"iteration_13","Todoist: to-do list & planner","PRODUCTIVITY","fa0d400d-7648-44e8-9d50-fa3d41b70c18","0","Apr 10, 2022","1","f_183","Mobile app keeps crashing","Mobile app keeps crashing","0","0","0","0","1","0","0","0","0","0"
"iteration_13","Phone by Google","TOOLS","3b56f63a-15cc-4373-8638-5bbca149f302","0","Sep 14, 2022","5","f_502","Top most priority basis work","Top most priority basis work","0","0","0","0","0","0","0","0","1","0"
"iteration_13","Evernote - Note Organizer","PRODUCTIVITY","a3a571cd-b434-4d93-aa36-1c25f6ac0478","0","Sep 02, 2022","5","f_67","Easy to organise notes by category and find my data easily","Easy to organise notes by category and find my data easily","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Samsung Notes","PRODUCTIVITY","8e28f11f-2a49-402d-be88-1ed4730b3efa","0","Aug 10, 2022","5","f_40","Super flexible and perfect for ad-hoc notetaking!","Super flexible and perfect for ad-hoc notetaking!","1","0","0","0","0","0","0","0","0","0"
"iteration_13","In Love while Parenting","LIFESTYLE","f8dff5e7-3bce-43be-90a9-87ecd4b51a1f","0","Jun 02, 2022","5","f_344","Very Educational. New dad. Glad this is out there.","Very Educational.","1","0","0","0","0","0","0","0","0","0"
"iteration_13","ColorNote Notepad Notes","PRODUCTIVITY","503330db-93c9-460f-817e-2fe495d1abd2","3","Aug 05, 2022","5","f_399","This is really a handy app. I have been using this for 2.5years now. The password protection feature is really great. And it also creates cloud storage in Google Drive. That helps to migrate data when you shift to new devices.","And it also creates cloud storage in Google Drive.","0","1","0","0","0","0","0","0","0","0"
"iteration_13","Samsung Health","HEALTH_AND_FITNESS","77a6d251-25d2-42b2-b7bf-07601bef6466","1","Sep 14, 2022","3","f_9","Its an okay app but could use some more detailed features. You should be able to enlarge the sleep tracking to better narrow down the times when events occurred. Also the O2 levels when sleeping there is no way to tell when changes occurred. Just needs better drill in to see what times.","You should be able to enlarge the sleep tracking to better narrow down the times when events occurred.","0","0","0","0","0","0","0","1","0","0"
"iteration_13","True Phone Dialer & Contacts","COMMUNICATION","74efee91-effa-47fb-8850-fbc21d2e4a62","0","May 07, 2022","5","f_129","Wonderful app with tones of option only video calling is not there if add that it will be perfect , i need phone video calling","Wonderful app with tones of option only video calling is not there if add that it will be perfect , i need phone video calling","1","0","0","0","0","0","0","1","0","0"
"iteration_13","SMS Backup+","TOOLS","c8fe7670-bac5-4c3c-bc45-c283a4da870b","0","Oct 12, 2018","3","f_431","I've been using this APP for years and loved it, but recently the automatic backup stopped working. I reached out to the associated POC for assistance but didn't receive a response. I am currently looking for another APP.","I've been using this APP for years and loved it, but recently the automatic backup stopped working.","0","0","0","0","1","0","0","0","0","0"
"iteration_13","Fabulous Daily Routine Planner","HEALTH_AND_FITNESS","9e05887c-d453-41f5-bd87-c487ab6d91d6","0","Aug 01, 2022","4","f_492","This is my favorite wellness app because it lets me choose different categories of well being to focus on. I can choose practicing something, healthier food choices or short exercise breaks. The Fabulous app is like having a friend with good habits to help me. I like the science based approach too.","This is my favorite wellness app because it lets me choose different categories of well being to focus on.","0","1","0","0","0","0","0","0","0","0"
"iteration_13","Samsung Notes","PRODUCTIVITY","77027895-1755-4fcb-b388-59ab22dcf049","1","Aug 21, 2022","4","f_278","very good app. i wish there was more customisation options and the synchronization should be more user friendly","i wish there was more customisation options and the synchronization should be more user friendly","0","0","0","0","0","0","0","1","0","0"
"iteration_13","Samsung Notes","PRODUCTIVITY","28ee4a94-5d96-4ecf-bc34-233bc99d9af2","0","Aug 18, 2022","5","f_451","Easy to keep, organize, and share notes","Easy to keep, organize, and share notes","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Huawei Health","HEALTH_AND_FITNESS","7ca7a170-bb52-471b-839e-d69f961117ff","2","May 24, 2022","1","f_398","I have a Hauwei GT2 watch and I tried to re pair it with Hauwei health but I forgot my password. After a Spanish inquisition it wouldn't let me into the app. Thus rendering an expensive watch virtually useless. What a joke.","Thus rendering an expensive watch virtually useless.","0","0","0","0","0","0","0","0","0","0"
"iteration_13","Google Keep - Notes and Lists","PRODUCTIVITY","d8aec82a-0d5e-44dd-a7be-6fc2cecd3d85","1","Sep 11, 2022","5","f_451","Very useful. The feature for sharing notes with other users is very handy","The feature for sharing notes with other users is very handy","1","0","0","0","0","0","0","0","0","0"
"iteration_13","tomorrow - The Minimalist To-D","PRODUCTIVITY","758edd72-00b7-48b8-aaee-7f8f9122361b","0","Jul 30, 2022","5","f_22","The best app for to do i have come accross...simple, easy,effective and lightweight. Just a one click away. All other app i saw was having lots of color coding, template, and settings which makes user to do lot of things just to set task. But here we feel like a pen and paper. Just write it down. Amazing.. and the color grad is awesome","The best app for to do i have come accross...simple, easy,effective and lightweight.","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Huawei Health","HEALTH_AND_FITNESS","dc7fa334-d854-4d33-879f-b310c55646a4","4","May 08, 2022","3","f_278","Not bad application. However very bad settings possibly. Why the hell you have week only till Saturday? Are we in Arab countries, is in China week only till Saturday? Synchronization is without any possibility to set up when. Otherwise quite ok app","Synchronization is without any possibility to set up when.","0","0","0","1","0","0","0","0","0","0"
"iteration_13","Telegram","COMMUNICATION","5f58bc15-80c1-4424-b067-a09291fd40fe","0","Aug 31, 2022","2","f_74","Secret chat feature has an loophole If u share any media other person cannot screenshot or download it directly but if you go in chat media section of the chat and click on any pictures or media u want u get an share option at bottom of the screen and another person can easily get the media shared in secret chat","Secret chat feature has an loophole","0","0","1","0","0","0","0","0","0","0"
"iteration_13","Simple Habit: Meditation","HEALTH_AND_FITNESS","69ffd954-f085-4a6e-ae8c-c1fe5472b2fb","0","Dec 29, 2021","5","f_83","I love this app.....this app gives me so much relaxation...very workful app.....people should use this app who has any kind of problems in their life.","I love this app.....this app gives me so much relaxation...very workful app.....people should use this app who has any kind of problems in their life.","1","1","0","0","0","0","0","0","0","0"
"iteration_13","Habit Hunter: RPG goal tracker","PRODUCTIVITY","99e8d64f-d832-46e4-8502-3e6639b2b812","0","Jul 21, 2022","5","f_498","This app is really nice and useful for gamification.","This app is really nice and useful for gamification.","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Stuff - To Do List Widget","PRODUCTIVITY","4d58fa0b-0204-49b0-a2b2-6d40944d182e","1","Dec 08, 2021","5","f_499","LOVE THIS APP. I have tried a LOT of to do list apps over the years, and this is my favorite by far. Thank you!","I have tried a LOT of to do list apps over the years, and this is my favorite by far.","1","1","0","0","0","0","0","0","0","0"
"iteration_13","Material Notes: Colorful notes","PRODUCTIVITY","661ffcc0-fc95-4977-b3c3-7a48ccb8b7a1","0","Dec 30, 2017","5","f_68","Minimalistic look. Beautiful and simple app.","Minimalistic look.","0","0","0","0","0","0","0","0","1","0"
"iteration_13","OnePlus Weather","WEATHER","6ce86efe-f7be-482f-8e16-6e284eb939e3","0","Jun 08, 2022","3","f_472","Radar","Radar","0","0","0","0","0","0","0","0","1","0"
"iteration_13","Home Workout - No Equipment","HEALTH_AND_FITNESS","2dcc2ca4-4594-4f1a-922b-ab17d5e10038","0","Aug 24, 2022","5","f_283","Great tutorial, really helps","Great tutorial, really helps","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Ratio: Productivity Homescreen","PRODUCTIVITY","46224d7c-18fc-4578-8267-8428f08f4634","2","Aug 28, 2022","3","f_126","It's a great idea for a launcher. Problem is, it's unstable and not ready to charge the high price they're asking. The messaging is still in beta and definitely not recommended to use as you can miss messages. The root is a great idea but wish there was an option to add a few third party widgets, like checking bank balance for example. I'd probably pay for it if it were a one time purchase, but definitely not worth a yearly subscription. Still like it a lot. Just not stable enough to pay for.","The messaging is still in beta and definitely not recommended to use as you can miss messages.","0","0","1","0","0","0","0","0","0","0"
"iteration_13","MixNote NotePad Notes","PRODUCTIVITY","f8867d8a-98aa-409c-af45-87d1f1150732","0","Jan 13, 2018","5","f_424","A year waiting for the ""future update"" (according to the devs replies on the comments section) and here we are. I think the app has been discontinued. It's a shame since it could've been one of the bests. Edit: nice, I got the default reply not saying actually anyhing.","A year waiting for the ""future update"" (according to the devs replies on the comments section) and here we are.","0","0","0","0","1","0","0","0","0","0"
"iteration_13","Remind Me - Notif Reminder","PRODUCTIVITY","6f4ec1b7-087f-4e59-add6-4356d1f28711","4","Apr 30, 2022","5","f_259","Excellent app. Exactly what I wanted. Can link support be added? I'd like to add a reminder that's simply a hyperlink. I'd like to be able to click on the notification and be taken to that link. Otherwise, it's perfect.","I'd like to be able to click on the notification and be taken to that link.","0","0","0","0","0","0","0","1","0","0"
"iteration_13","Truecaller: Caller ID & Block","COMMUNICATION","54f4e1a1-7215-4207-9b00-4edca4c6b2c6","1","Sep 10, 2022","4","f_118","It is a wonderful experience,my only suggestion is Truecaller to change the UI as it doesn't look sleek (in my opinion).the messaging system has to be improved and when calls appear they should be in full screen.","the messaging system has to be improved and when calls appear they should be in full screen.","0","0","0","0","0","0","0","1","0","0"
"iteration_13","SMS Backup+","TOOLS","fc6088f7-13b5-4ac0-8283-713e3ddf4e46","0","Sep 25, 2019","4","f_482","It's not necessary to follow the IMAP SMS Backup+ workaround from Android Police, which also removes the login encryption to Plain Text. So is a bad idea. All you need to do, as others have said, is setup SMS Backup+ using Firefox instead of Chrome. Once up and running you can uninstall Firefox. Its this simple.","It's not necessary to follow the IMAP SMS Backup+ workaround from Android Police, which also removes the login encryption to Plain Text.","0","0","0","0","0","0","0","0","1","0"
"iteration_13","Clock","TOOLS","b8e86856-c901-40dc-ab06-bf78472aeb33","0","Jul 17, 2022","1","f_237","my alarm goes off two hours before and half hour before then on time. what the deal?","my alarm goes off two hours before and half hour before then on time.","0","0","0","1","0","0","0","0","0","0"
"iteration_13","Messenger","COMMUNICATION","e9d236bb-1ff5-4e9c-87c1-c5200c10bc31","4","Sep 13, 2022","5","f_82","I've had the Messenger app for years with no problems. On September 10th. 2022 it started saying ""Waiting For Network..."" It won't show any of my contacts active online. I can't see any of my new messages being sent to me. It has went completely offline. I know it's not on my end because the app actually works properly on my tablet. But it's not working on my phone where I use Messenger most. Please fix this & my 1 star review will change!","I can't see any of my new messages being sent to me.","0","0","0","0","1","0","0","0","0","0"
"iteration_13","10K Running: 0-5K-10K Training","HEALTH_AND_FITNESS","c7f649fc-757c-452e-ba8e-825aeaf96756","0","Jun 12, 2020","5","f_506","Reliable, effective and the only thing that gives me marked improvement on my running!","Reliable, effective and the only thing that gives me marked improvement on my running!","1","1","0","0","0","0","0","0","0","0"
"iteration_13","Evernote - Note Organizer","PRODUCTIVITY","357c31c7-35ce-4b6c-8c73-3dd16fe9ae7e","0","Sep 15, 2022","2","f_183","Had a nice experience at first but over time the consistent ads being shown to just access my own writing, the bugginess of the app, the bad cloud syncing, the mobile app experience generally, and the lack of customization without the paid version has led me to move away from this product. Hopefully exporting my.notes isn't as faulty as the rest of this thing. Pick something more simple and save your time from this corporate bloatware.","Had a nice experience at first but over time the consistent ads being shown to just access my own writing, the bugginess of the app, the bad cloud syncing, the mobile app experience generally, and the lack of customization without the paid version has led me to move away from this product.","0","0","0","0","1","0","0","0","0","0"
"iteration_13","Huawei Health","HEALTH_AND_FITNESS","8e508832-2735-45ad-8234-eb244780126d","0","Mar 07, 2022","5","f_378","Any short-comings with Google integration and such, you can blame either gov for, but not Huawei, imo. I'm sure they're doing all they can to offer as much as they are permitted. There no better fitness smartwatch than Huawei GT series, bar none. 4 pple bough the GT2 when they saw mine and heard what it can do! It's witchcraft, that battery life! Algorithms aka AI is amazing - sleep, fitness, vitals tracking is superb! I've actually improved my sleep, stress and fitness levels cuz of the GT2! Ty","Any short-comings with Google integration and such, you can blame either gov for, but not Huawei, imo.","0","0","0","0","0","0","0","0","1","0"
"iteration_13","To Do List","PRODUCTIVITY","33a6ada6-7d57-4b39-b22a-bdebabcf7f5c","0","Jul 07, 2022","5","f_494","Great way to plan your day, same as using a daily planner. I used to use one when I was in the hotel business back in the 90's except the hotel was paying $220.00 for a Yearly subscription of booklets. This one is free !","Great way to plan your day, same as using a daily planner.","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Running App - GPS Run Tracker","HEALTH_AND_FITNESS","84492bd0-5e26-40c0-aaa7-75ebb3ca5761","0","Aug 16, 2022","5","f_506","A great way to keep track of my running distance and calories burned!","A great way to keep track of my running distance and calories burned!","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Cozi Family Organizer","PRODUCTIVITY","8279b49e-bfd8-4180-b521-85d6b9075bf9","0","Apr 14, 2022","5","f_102","I like being able to make a grocery list on my cellphone and cross things off as I get them. Works great for me, super convenient.","I like being able to make a grocery list on my cellphone and cross things off as I get them.","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Productive - Habit tracker","PRODUCTIVITY","d87804d0-b8e3-4a23-8614-e93833f33bd4","0","Jan 02, 2021","2","f_7","It's not that it's a bad habit tracker. It's just that I'm not a fan of apps that the second you open it, it asked you to pay for a subscription. It just seems like a low blow.","It's not that it's a bad habit tracker.","0","0","0","0","0","0","0","0","1","0"
"iteration_13","True Phone Dialer & Contacts","COMMUNICATION","5a797c59-8d98-4b5a-be2c-057f25baedea","0","Oct 12, 2021","4","f_133","fastest phone call dialler","fastest phone call dialler","0","0","0","0","0","0","0","0","1","0"
"iteration_13","Macros - Calorie Counter","HEALTH_AND_FITNESS","fdf6170f-33cc-4ddf-8e98-e64363b597d1","0","Jun 06, 2022","5","f_143","It does exactly what I was hoping to get out of a free macro calculator I've downloaded several others and deleted all of them because there are too many add walls or you have to pay to use it. This is simple and effective","It does exactly what I was hoping to get out of a free macro calculator I've downloaded several others and deleted all of them because there are too many add walls or you have to pay to use it.","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Focus To-Do: Pomodoro & Tasks","PRODUCTIVITY","ffeeb579-55cb-4908-9ef2-7fd751f91d9e","3","Aug 01, 2022","5","f_414","Excellent productivity tool! 🔥🔥🔥 Love the ubiquity and being able to use it in all of my devices. Clean design and beautiful timer. There are a few opportunities: 1) really needs some integrated music options (at least lofi, but preferably lofi, bineural beats, classical, metal). 2) needs more Integrations or Pabbly Connect/Zapier or an open API (specifically need integration/sync w/Google Calendar, Google Tasks, Microsoft ToDo) 3) needs a desktop widget for Android","Clean design and beautiful timer.","1","0","0","0","0","0","0","0","0","0"
"iteration_13","Google Lens","TOOLS","7f8fc658-0ecd-4163-a1b2-62f8a884aded","0","Sep 06, 2022","5","f_344","This App is useful The # 1 Part about Google Lens Is It's Educational & It Teaches you about how much something is worth plus it tells you Names of Different types of things and Names of different types of Tree's & Plants It's tells you what something is whatever you take a picture of extremely useful if you want to learn about things your interests in this is the way to go. I'm a landscaper I plant a lot of flowers , Plants, small trees anything with roots that grow I use LENS everyday","This App is useful The # 1 Part about Google Lens Is It's Educational & It Teaches you about how much something is worth plus it tells you Names of Different types of things and Names of different types of Tree's & Plants","0","1","0","0","0","0","0","0","0","0"
